text,label
"till, fur 'z i know, there aint an inch thet i could lay my han' on,",2
she listening sate.,2
"from alton bay to sandwich dome,",2
even now eclipses the descending moon!--,2
"some thought of me, a last fond prayer",1
ode read at the one hundredth anniversary of the fight at concord bridge,2
for wanderings sad and lone.,0
and my white cottage--plain.,2
"""onaway! my heart sings to thee,",1
"begins, but endeth nevermore;",2
"that throng our pilgrimage. its sympathy,",2
"valentines, paper and tinsel,",2
when lips and heart refuse to part again,2
waiting the flutter of his homemade fly;,2
"whereto we claim sole title by our toil,",2
"our hope, our remembrance, our trust,",1
that _she_ should walk beside him on the rocks,2
"far out, in peace, the white man's sail",2
"of the bivouac fire apart,",2
"such civil war is in my love and hate,",3
none will forget it till shall fall the deadly dart!,0
that antwerp monks may sing a mass for thy poor spearmen's souls.,2
"""sir, i have dreamed of you. i pray you, sir,",2
the message is not like what i have learned,2
the beacon-light that forth they held,2
"as george commands, let him be wrong or right,",2
"luck obeys the downright striker; from the hollow core,",2
"forever quivering o'er his task,",0
"radiant as moses from the mount, he stood",1
wilt thou our lowly beds with tears of pity lave?',0
and seek the danger i was forc’d to shun.,0
"where your hair from your forehead swerves,",2
"down the dark future, through long generations,",0
but she always ran away and left,0
with such vehement force and might,0
"yet both in different colours hide their art,",2
"his regal seat, surrounded by his friends.",1
"thinks i, the down lies dreaming",2
vain cries--throughout the streets thousands pursued,0
"and all their echoes, mourn;",0
"and what then doth he gather? if we know,",2
"through the salt sea foam,",2
does beauty slight you from her gay abodes?,3
yet was this period my time of joy:,1
"from the fair brow; she, rising, only said,",2
"still must mine, though bleeding, beat;",0
his silent sandals swept the mossy green;,2
"nightly down the river going,",2
their first-born brother as a god.,1
"but half the secret told,",2
and like the others does not slip,2
bedaubed with iridescent dirt.,2
"in town, an' not the leanest runt",0
"so thick, she cannot see her lover hiding,",2
and so i should be loved and mourned to-night.,3
"and _channing_, with his bland, superior look,",3
the head that lay against your knees,2
"is shorter than a snake's delay,",2
"sooner, augustine, sooner far, shall i",2
in every health we drink.,2
the end of the play.,2
"by death's frequented ways,",0
"how your soft opera-music changed, and the drum and fife were heard in their stead;",3
rejection of his humanness,0
"to sunset they would sip of the tea, drink of the beer, and eat of the",2
to his ears there came a murmur of far seas beneath the wind,2
"the one good man in the world who knows me, --",1
faint voices lifted shrill with pain,0
"an', fust you knowed on, back come charles the second;",2
in the wild glens rough shepherds will deplore,0
"to water, cloudlike on the bush afar,",2
"shall yet be glad for him, and he shall bless",1
"on its windy site uplifting gabled roof and palisade,",2
(if haply the dark will of fate,0
"jehovah, jove, or lord!",2
"when the brow is cold as the marble stone,",0
"taking and giving radiance, and the slopes",1
press hard the hostile towers!,0
his head is bowed. he thinks on men and kings.,2
"with england if the day go hard,",2
turn in the door once and turn once only,2
and ever the rocks' disdain;,0
that to the next i may resign my roome,2
and all the honors that he sought to leave,2
"a level space of nameless graves,--",2
from his lady's white hand caught;,2
"in three distinguish’d parts, with three distinguish’d guides",2
"a orn'ment o' saciety, in my approprut spear:",2
"ef 'twarn't for studyin' evenins, why, i never 'd ha' ben here",2
"for ever, if that maiden sits enshrined",2
"to feel, with bird and stream and tree,",2
with ten picked archers of my train;,2
"let fall on her a rose-leaf rain of dreams,",1
then ens is represented as father of the predicaments his ten,2
and politician at odd seasons.,2
"the dusky daughter of the sun,--",2
"stood and watched it at the doorway,",2
while brain wore a plumeless casque; not he,2
"what though the claret circled well,",2
the garrison-house stood watching on the gray rocks of cape ann;,2
alas! their right to joy is plain.,1
did all of them bow downward towards that side,2
the bronze against the marble breast!,2
that in their holes abed at close of day,2
"with his thoughts then, as rhyme to rhyme.",2
"at last, outbound from tunis,",2
and sleigh-bells a-jingle,2
"why write i still all one, ever the same,",2
"their very peaks transparent. 'ere it fade,'",2
"soon ez she gits out o' sight,",2
"of common, natural things a part,",2
alone went the fair-armed gudrun to her flowery garden-close;,1
lift up the favour of thy count'nance bright.,1
"breathe deep, and start, to see him pass the door.",2
of things that only children see,2
"and i greet from far the ray,",2
"all passionate-sweet, as are the loving beams",1
"they still keep piping in their honey dreams,",2
"now betimes on a morning of summer that giuki's daughter arose,",2
"no, truly.--i will see her; tell my tale,",2
which 'mongst the wanton gods a foul reproach was held.,0
ere i own an usurper i'll couch with the fox;,2
"nor can express the love it knew,",0
where its first shadow casts the holy mountain;,2
"might, looking up, see dian dip",2
no controversial hebraist was the dame;,2
"will seek the half unjeweled tide,",2
or dying wail!,0
"turn'd back the shafts, and mock'd the gates of death,",0
"an angel had not startled him,",2
the quakers' burial-ground.,2
and sate as thus upon that slope of lawn,2
"whose voices, hushed, have left our pathway lonely,",0
on us lift up the light,1
each lodger here adorns the walls:,2
"fix’d on the walls with wonder and surprise,",1
i kin eat in peace.,1
"in yonder green meadow, to memory dear,",1
"tell me, the charms that lovers seek",2
"the second signal sounds, the troop divides",2
"this hot, sick air! and how i covet here",0
abominations; and with cursed things,0
"how the white mountain-tops distinctly shine,",1
willis sneered:,0
"from the bed of minnehaha,",2
"then loosen, launch forth, to go and compete,",2
"with its chang'd countenance, is sent away",2
i envy the farmer's boy,2
and ever a thrill in mine inmost heart,1
still in hot and heavy splashes fell the tears on every leaf.,0
strong tarchon snatch’d and bore away his prize.,1
"under the self-same bough, and heard as there",2
"was borne within the walls which, in assyrian rite,",2
and at my door they cower and die.,0
"weak, timid, homesick, slow to understand",0
"in order, though to nations yet unborn,",2
she of the rugged sides--,2
"but no tidings thread the gloom,",0
and in some deep and narrow bay then sleeps,2
"""who's we?--some stockholders in boston?",2
and tell you in what greek and latin name,2
nor looks on that dread place,0
"where wisdom and not numbers should have weight,",2
from the hushed and silent tomb.,0
"his bark her anchor weighed,",2
"two mighty cities shone, and ever",1
"unconscious of the passing troop,--",2
with the freedom of lakes and lands.,1
would he move--so as yet they made nothing of land;,2
"shall part, yet link, thy nature's tone and mine.",2
"said my companion, 'i will show you soon",2
but god said,2
but if thou do thy best,2
"so generous to me. farewell, friend, since friend",1
"let me all risk, and leave the deep heart dumb",0
"my canoe to make more steady,",2
and be glad in the summer morning when the kindred ride on their way;,1
and when they reached the strait symplegades,2
she sought for flowers,2
"if they are hungry, paradise",2
indignantly i hurled the cry:,0
with which his house is haunted;,0
"and, laying snow-white flowers against my hair.",2
"of long-uncoupled bed, and childless eld,",2
"of the boulder-strewn mountain, and when they will crop.",2
on thine own bird the sweet enthusiasm,1
"said then the lost arch angel, this the seat",2
a simple strain--,2
"his golden cross worn innermostly, (carved",2
"such days as thou, not even thou didst know,",2
"that we must change for heav'n, this mournful gloom",0
"lo now, o daughter of kings, let us rise in the face of the day,",1
"for penance, by a saintly styrian monk",2
"upon a mountain crag, young angelo--",2
down in lovah's lane.,2
"as o'er the earth it wanders wide,",2
"how hearts were answering to his own,",1
glad on its stone-built hearth; and thorough the wide-mouthed smoke-flue,2
"sees the clouds reel and roll above our head,",2
’tis to behold his vengeance for my son.,0
i cannot tell rude listeners,0
points beyond the midnight hour.,2
i watch the fog float in at the window,2
those wastes of frozen billows that were hurled,0
"we're perishing and blind!""",0
"may george, beloved by all the nations round,",1
"bertram finished the last pages, while along the silence ever",2
"half the tell-tale south-wind said,--",2
"he hid his gold,",2
"youth, i do adore thee;",1
"he stares, and shakes, and finds it vain to fly;",0
"i look up from this page of thine,",2
of robert burns and alexander.,2
"crouching and sleeping neath its grassy lair,",2
"for her, though god has made her gentle and endearing,",1
sings the blackened log a tune,2
"push every outpost nearer,",2
that day.,2
the life of love that gave it--settles.,1
until my latest breath.,2
"the moon hath veiled her face,",2
midway the floor (with thatch was it strewn) burned ever the fire-flame,2
"""i rather should have hewn your limbs away,",0
a wail of utter agony,0
"with shame his glowing cheeks, his eyes with fury burn’d.",0
live with heav'ns choicest constant blessings crown'd!,1
"whut i keer ef day is long,",2
"ah, douglass, we have fall'n on evil days,",0
through swiftly changing season.,2
"""is this a nightmare, or am i",0
"and others say, as we have said:",2
o that i were where helen lies,2
"o, mind ye, luve, how aft we left",2
he might have been as doubtful once,2
"that i an accessary needs must be,",2
"a fleecy cloud,",2
shall dwell in the house of my fathers and the land of the people's praise;,1
"dauntless he rose, and to the fight return’d;",1
"and if my bubbles be too small for you,",2
"to wakeful frenzy's vigil--rages,",0
"and through it, and round it, and over it all",2
o graves of men who lived and died,2
"for the whole cardinals' college, or",2
"and the tree trembled, and the shouting cries",0
blow bigger then your own:  the games we play,2
the habitable earth is full of bliss;,1
and yon outlying range invites,2
but still within my bosom's core,2
"of your strong and pliant branches,",1
sith i might some counsel find,2
let sighing breezes call.,2
(thy kingdom come) with his revealéd face,2
"i see the thing as clear as light,--",1
"fit for an abbot of theleme,",2
"and i turned away to thee,",2
"the fear of angels, awful though they be,",0
down deep in the ground a box of gold.,2
like those famed seven who slept three ages.,2
their names let hands of horn and tan,2
"with the whole world gone blind,",0
"and, wildly tossed from cheeks and chin,",2
of my wit or in my mind,2
the night had found (to him a night of wo),2
"but, fixing on the horrid maid his eye,",0
roamed amongst the roses white and red.,2
"yea, soon, no consonant unsmooth",2
from its stem the ripening ear--,2
this endless outrage shall they still sustain?,0
shall troy renew’d be forc’d and fir’d again?,2
"which overflows in notes of liquid gladness,",1
where the warm life we cannot see--,1
i met them one day and each had a flower,2
"thus while the trojan prince employs his eyes,",2
"they beached their galley on the shore, and sought",2
shall live my highland mary.,2
now is past since last we met,2
begins to live,2
beneath the hazel bough;,2
"daring to ask for naught, and having naught received.",2
